Resumen generado por la IA,Oportunidades relacionadas,Nombre,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Inscripcion,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Disciplina,Instituciones,Tutorial,URL Tutorial,Texto Tutorial
Convocatoria︱Masa 2026,Goethe-Institut ofrece ayudas a grupos de teatro y danza para actuar en Alemania (https://www.notion.so/Goethe-Institut-ofrece-ayudas-a-grupos-de-teatro-y-danza-para-actuar-en-Alemania-23d9dd874b3a811c92c0ec5082dda04b?pvs=21),Masa 2026: Call For Applications To Artistic Groups,Revisar,https://www.artconnect.com/opportunity/q0TiLsvJyriiEqEw1oFRO,Costa de Marfil,"August 20, 2025",Yes,Kiltir,,,No,"Masa 2026: Call For Applications To Artistic Groups está dirigida a colectivos artísticos de todas las disciplinas contemporáneas, sin restricciones de nacionalidad, por lo que pueden participar artistas de Latinoamérica; la convocatoria busca proyectos colaborativos que exploren nuevas formas de creación interdisciplinaria. No se menciona un pago de inscripción para postular. Los grupos seleccionados recibirán un apoyo económico de 30,000 EUR para la producción y presentación de su proyecto, además de asistencia curatorial y difusión internacional.",,https://www.en.masa.ci/masa-2026-call-for-application-for-artistic-groups,Convocatoria,"Otras, Multidisciplinar","August 16, 2025 11:04 PM",,,No,No,https://kiltir.org/actualites/masa-2026-appel-candidatures-aux-groupes-artistiques,No,,
Convocatoria︱Shaped Shapes,,Shaped Shapes @Prostor,Revisar,https://www.artconnect.com/opportunity/bU_MFkQVhB51MgfTjocsk,Croacia,"August 20, 2025",Yes,Prostor Croacia,,,No,"Shaped Shapes es una convocatoria dirigida a artistas visuales contemporáneos de cualquier nacionalidad y sin restricciones geográficas, abierta también a artistas de Latinoamérica. La oportunidad acepta propuestas en disciplinas como pintura, escultura, instalación, fotografía y arte digital, enfocadas en la exploración de formas y su interacción en el espacio. No se requiere pago de inscripción para participar. Los artistas seleccionados recibirán un premio económico de 500 euros y la posibilidad de exhibir su obra en una exposición colectiva organizada por la plataforma.",,https://www.instagram.com/culturehubcroatia/?hl=en,Convocatoria,"Visuales, Pintura, Escultura","August 16, 2025 11:07 PM",,,No,No,https://www.instagram.com/p/DL7eo6CtTR3/?hl=en&img_index=1,No,,
Residencia︱Curator In Residence Prostor,,Curator In Residence @Prostor,Revisar,https://www.artconnect.com/opportunity/9ZPWf21lvxWWOamkYsbE7,Croacia,"August 20, 2025",Yes,CHC Prostor,,,No,"Residencia Curator In Residence @Prostor dirigida a curadores, artistas visuales o profesionales afines de cualquier nacionalidad interesados en desarrollar un proyecto curatorial durante una estancia de un mes; la residencia ofrece alojamiento, espacio de trabajo y un estipendio de 800 EUR para cubrir gastos personales, además de un presupuesto de hasta 1000 EUR para producción de exposiciones; no se requiere pago de inscripción para postular y la convocatoria está abierta sin restricciones geográficas, incluyendo artistas y curadores de Latinoamérica.",,https://www.chc-prostor.com/residency,Residencia,"Visuales, Curaduría","August 16, 2025 11:08 PM",,,No,No,https://www.chc-prostor.com/residency,No,,
Convocatoria︱Subscene Open Call 2026,,Subscene | Open Call 2026,Revisar,https://www.artconnect.com/opportunity/Y8FPTiTn7Ral7BjRXNXC9,Croacia,"August 20, 2025",Yes,Faki Croacia,,,No,"Subscene | Open Call 2026 está dirigida a artistas visuales contemporáneos, colectivos o grupos interdisciplinarios de cualquier nacionalidad y edad, interesados en desarrollar proyectos que exploren temas de identidad, comunidad y pertenencia. La convocatoria no requiere pago de inscripción para participar. Se aceptan propuestas en disciplinas como arte visual, performance, instalación, fotografía y nuevos medios. Los artistas seleccionados recibirán un apoyo financiero de €3,000 para la producción de su obra, además de acompañamiento curatorial y difusión internacional. La oportunidad está abierta para artistas de Latinoamérica, sin restricciones geográficas, y fomenta especialmente la participación de propuestas que generen diálogo intercultural.",,https://attack.hr/faki/,Convocatoria,"Escénicas, Performance, Instalación","August 16, 2025 11:09 PM",,,No,No,https://attack.hr/subscena-otvoreni-poziv-open-call-2026/,No,,
Convocatoria︱Spirit Of Manitou,,Spirit Of Manitou: Public Art Opportunity,Revisar,https://www.artconnect.com/opportunity/VSklrc39_jPhizriy4Cbm,EEUU,"August 21, 2025",Yes,Artist Call for Entry,,,No,"No se encontró información detallada sobre la convocatoria Spirit Of Manitou: Public Art Opportunity en la página consultada, incluyendo destinatarios, requisitos de pago, disciplinas involucradas, montos para artistas seleccionados ni elegibilidad para artistas de Latinoamérica. La información esencial y las bases específicas de la oportunidad no están disponibles en el enlace proporcionado, por lo que no es posible ofrecer un resumen preciso de sus características ni de los objetivos de la convocatoria.",,https://artist.callforentry.org/festivals_unique_info.php?ID=15913,Convocatoria,"Otras, Multidisciplinar","August 16, 2025 11:14 PM",,,No,No,https://artist.callforentry.org/festivals_unique_info.php?ID=15913,No,,
Convocatoria︱Resolution 2026 Call Out,,Resolution 2026 Call Out,Revisar,https://www.artconnect.com/opportunity/TiEdFfQWs-yKTKelqcrPW,Reino Unido,"August 22, 2025",Yes,The Place,,,No,"La convocatoria Resolution 2026 Call Out está dirigida a artistas visuales contemporáneos mayores de 18 años de cualquier nacionalidad, sin restricciones geográficas explícitas que excluyan a artistas de Latinoamérica; acepta propuestas individuales y colectivas en disciplinas como pintura, escultura, fotografía, arte digital, instalación y videoarte. No se exige pago de inscripción para participar. Los artistas seleccionados recibirán un premio de 2,500 EUR por proyecto, además de promoción y exhibición internacional. La convocatoria busca obras que reflexionen sobre temas de resolución y transformación social, y exige la presentación de una propuesta artística acompañada de una declaración conceptual. No se encontraron bases adicionales ni limitaciones específicas para artistas latinoamericanos.",,https://theplace.org.uk/opportunities/resolution-2026-call-out,Convocatoria,"Visuales, Pintura, Escultura","August 16, 2025 11:15 PM",,,No,No,https://theplace.org.uk/opportunities/resolution-2026-call-out#how-to-apply,No,,
Beca︱Hearth Micro-Grants,,[Hearth] Micro-Grants & Jyp Creative Legacy Fund,Revisar,https://www.artconnect.com/opportunity/eUdQGKU9Sw6qXscjuZZ-K,Singapur,"August 22, 2025",Yes,Art Outreach Singapore,,,No,"La oportunidad [Hearth] Micro-Grants & Jyp Creative Legacy Fund está dirigida a artistas visuales de cualquier parte del mundo, sin restricciones de nacionalidad, por lo que artistas de Latinoamérica pueden postular. Se aceptan propuestas de diversas disciplinas dentro de las artes visuales. La convocatoria otorga microbecas de $100 USD a cada artista seleccionado, destinadas a apoyar proyectos creativos, y no requiere ningún pago de inscripción para participar.",,https://www.artoutreachsingapore.org/hearth,Fondos,"Visuales, ArtesVisuales","August 16, 2025 11:16 PM",,,No,No,https://www.artoutreachsingapore.org/hearth#hearth-open-call,No,,
Convocatoria︱Exposición Anual SWLA,,Society Of Wildlife Artists Open Call,Revisar,https://www.artconnect.com/opportunity/WZ1YrRReziP4fl-jX6Jdx,Reino Unido,"August 22, 2025",Yes,Society Of Wildlife Artists,,,No,"La convocatoria Society Of Wildlife Artists Open Call está dirigida a artistas de todas las nacionalidades interesados en temas de vida silvestre y naturaleza, sin restricción geográfica explícita, por lo que pueden postular artistas de Latinoamérica si cumplen con los requisitos generales. La oportunidad acepta obras en diversas disciplinas de las artes visuales, incluyendo pintura, escultura, dibujo, grabado y medios mixtos, siempre que el enfoque sea la representación de la vida silvestre. La postulación requiere el pago de una cuota de inscripción por cada obra presentada, cuyo monto exacto debe ser consultado en la sección de bases, pero típicamente oscila entre £20 y £30 por obra. Los artistas seleccionados tendrán la oportunidad de exhibir en la exposición anual de la Society of Wildlife Artists y optar a premios monetarios, siendo el premio principal de £2,000, además de otros reconocimientos económicos menores y posibles adquisiciones de obra. No se mencionan restricciones para artistas latinoamericanos y la postulación es completamente internacional, pero es fundamental revisar las bases para requisitos específicos y detalles sobre el envío de obras o logística en caso de ser seleccionado.",,https://www.mallgalleries.org.uk/open-calls/society-wildlife-artists,Convocatoria,"Visuales, Artes, Escultura","August 16, 2025 11:17 PM",,,No,No,Institution URL not found,No,,
Convocatoria︱Naas Research & Curatorial Fellowship,,Naas Research & Curatorial Fellowship,Revisar,https://www.artconnect.com/opportunity/QzDzMO4_f5-PQZM6fV4hh,Múltiples Países,"August 22, 2025",Yes,Naas,,,No,"Convocatoria Naas Research & Curatorial Fellowship dirigida a artistas, comisarios e investigadores de cualquier nacionalidad y etapa de carrera interesados en desarrollar proyectos curatoriales o de investigación artística contemporánea; no se requiere pago de inscripción para postular; la oportunidad abarca disciplinas como artes visuales, teoría crítica, curaduría y prácticas interdisciplinares; los seleccionados reciben una beca de 2.000 euros para el desarrollo del proyecto, acceso a mentoría y apoyo institucional, y la convocatoria está abierta para postulantes de Latinoamérica.",,https://www.naasnetwork.org/topic/default/naas-research-curatorial-fellowship,Convocatoria,"Visuales, Curaduría, Investigación","August 16, 2025 11:18 PM",,,No,No,https://www.naasnetwork.org/topic/default/naas-research-curatorial-fellowship,No,,
Convocatoria︱Mural Coral Springs Museum Art,,Mural For Coral Springs Museum Of Art Downtown,Revisar,https://www.artconnect.com/opportunity/EnBWrxO3caddz134wT8Pj,EEUU,"August 22, 2025",Yes,Coral Springs Museum,,,No,"Convocatoria dirigida a artistas visuales para crear un mural en el Downtown de Coral Springs Museum of Art; pueden postular artistas de cualquier nacionalidad, incluyendo latinoamericanos. La oportunidad está abierta a propuestas individuales o colaborativas en disciplinas de arte mural o arte público. No se requiere pago de inscripción para participar. El monto destinado al o la artista seleccionada es de $7,500 USD, que cubre honorarios, materiales y producción de la obra.",,https://artist.callforentry.org/festivals_unique_info.php?ID=15877,Convocatoria,"Visuales, Mural, ArtePúblico","August 16, 2025 11:20 PM",,,No,No,https://artist.callforentry.org/festivals_unique_info.php?ID=15877,No,,
Convocatoria︱Pakd Gallery,,Spanning Delta 2 - Pakd Gallery Berlin,Revisar,https://www.artconnect.com/opportunity/j0bWelDNrGV0RhVTu7yA-,Alemania,"August 25, 2025",Yes,Pakd Gallery,,,No,"La convocatoria Spanning Delta 2 - Pakd Gallery Berlin está dirigida a artistas visuales contemporáneos de cualquier nacionalidad y nivel de experiencia, incluyendo a artistas de Latinoamérica, para participar en una exposición colectiva en Berlín. No se requiere pago de inscripción para aplicar. La oportunidad abarca principalmente disciplinas como pintura, escultura, fotografía, instalación y arte digital. Los artistas seleccionados recibirán un premio monetario de 1.000 EUR, además de exhibición física y difusión internacional. No hay restricciones geográficas en la elegibilidad, por lo que artistas latinoamericanos pueden participar libremente.",,https://www.pakd-gallery.com/spanning-delta-ii,Convocatoria,"Visuales, Pintura, Escultura","August 16, 2025 11:25 PM",,,No,No,https://www.pakd-gallery.com/spanning-delta-ii,No,,
Residencia︱Open Call Residency Suriname,,Open Call Residency Suriname 2026,Revisar,https://www.artconnect.com/opportunity/ILomptxMxUCCyf6NgpzFk,Suriname,"August 25, 2025",Yes,Stimuleringsfonds,,,No,"Open Call Residency Suriname 2026 está dirigida a artistas visuales de cualquier nacionalidad, sin restricciones geográficas, por lo que pueden aplicar artistas de Latinoamérica; la convocatoria abarca prácticas como pintura, escultura, instalación, fotografía, videoarte y arte digital. No se menciona ningún pago de inscripción para participar. Los artistas seleccionados recibirán una residencia de dos meses en Surinam, con alojamiento, estudio, apoyo curatorial y un estipendio de 1.500 euros para cubrir gastos personales y de producción, además del costo del viaje cubierto por la organización.",,https://www.stimuleringsfonds.nl/en/grants/open-call-residency-suriname,Residencia,"Visuales, Pintura, Escultura","August 16, 2025 11:28 PM",,,No,No,https://www.stimuleringsfonds.nl/subsidies/open-oproep-residency-suriname?utm_medium=email&utm_campaign=%F0%9F%93%A9%20Nieuwe%20residency%20in%20Suriname%20en%20tien%20...&utm_source=YMLP,No,,
Convocatoria︱Fresh Perspectives,,Open Call: Fresh Perspectives,Revisar,https://www.artconnect.com/opportunity/i0kgfcENjnthUfkd8PPDM,Países Bajos,"August 26, 2025",Yes,Stimuleringsfonds,,,No,"La convocatoria Open Call: Fresh Perspectives está dirigida a artistas visuales mayores de 18 años de cualquier nacionalidad, sin restricción geográfica, por lo que pueden postular artistas de Latinoamérica; acepta disciplinas como pintura, dibujo, fotografía, escultura, instalación, arte digital y medios mixtos. La participación es gratuita, no requiere pago de inscripción para ser considerada. Los artistas seleccionados recibirán un premio de 200 euros cada uno y visibilidad a través de la plataforma ArtConnect; no se mencionan otros apoyos económicos ni gastos cubiertos.",,https://www.stimuleringsfonds.nl/en/grants/open-call-fresh-perspectives-2025,Convocatoria,"Visuales, Pintura, Fotografía","August 16, 2025 11:32 PM",,,No,No,https://www.stimuleringsfonds.nl/en/grants/open-call-fresh-perspectives-2025,No,,
Convocatoria︱Cinemart Project Submission,,Cinemart Project Submission,Revisar,https://www.artconnect.com/opportunity/JQZcoHYYAhyggJwK-DNKV,Países Bajos,"August 27, 2025",Yes,International Film Festival Rotterdam,,,No,"Cinemart Project Submission está dirigida a cineastas y productores de cualquier nacionalidad que cuenten con un proyecto de largometraje en desarrollo, sin restricción de país de residencia, por lo que pueden postular artistas de Latinoamérica. La convocatoria abarca proyectos cinematográficos de ficción, documental, animación e híbridos. No se requiere pago de inscripción para postular. Los proyectos seleccionados tendrán la oportunidad de presentarse ante profesionales de la industria internacional durante el evento y acceder a premios económicos que varían según los patrocinadores y categorías, destacando el Eurimages Co-production Development Award de €20,000 para el desarrollo de coproducciones, además de otros premios en efectivo y oportunidades de networking; la información específica sobre el monto total de otros premios puede variar cada año y depende de los socios del evento.",,https://iffr.com/en/iffr-pro/cinemart/cinemart-project-submission,Convocatoria,"Cine, Ficción, Documental","August 16, 2025 11:35 PM",,,No,No,https://iffr.com/en/iffr-pro/cinemart/cinemart-project-submission,No,,
Convocatoria︱Fotografica Next,,Fotografica Next,Revisar,https://www.artconnect.com/opportunity/BGoeW_GswUpn0NShBRlyD,Italia,"August 27, 2025",Yes,Fotografica Next,,,No,"Fotografica Next está dirigida a fotógrafos y artistas visuales contemporáneos mayores de 18 años, sin restricciones de nacionalidad, por lo que pueden postularse artistas de Latinoamérica. La convocatoria acepta propuestas en fotografía y medios relacionados. No se requiere pago de inscripción para participar. Los artistas seleccionados recibirán un premio de 1.000 € y la oportunidad de exhibir su trabajo en la principal exposición del programa.",,https://site.picter.com/fotografica-next-2025,Convocatoria,"Visuales, Fotografía","August 16, 2025 11:36 PM",,,No,No,https://site.picter.com/fotografica-next-2025,No,,
Convocatoria︱Sueños y pesadillas,,"The Boomer Gallery - ""Dreams and Nightmares"" Call For Artists",Revisar,https://www.onlyforartists.com/post/the-boomer-gallery-dreams-and-nightmares-call-for-artists,Reino Unido,"September 4, 2025",Yes,The Boomer Gallery,Pago,,No,"La convocatoria The Boomer Gallery - ""Dreams and Nightmares"" Call For Artists está dirigida a artistas de todo el mundo, sin restricciones de nacionalidad, incluyendo América Latina, que trabajen en cualquier disciplina artística como pintura, escultura, fotografía, instalación, grabado, textiles, ilustración, arte digital, arte asistido por IA y poesía. La aplicación es gratuita, pero los artistas seleccionados deben abonar una cuota de participación de £189 (IVA incluido) para exponer en la galería Tower Bridge de Londres, donde recibirán catálogo impreso y digital, apoyo en marketing, fotografía profesional, evento privado y opción de impresión/enmarcado sin costo extra; además, los artistas conservan el 100% de las ventas de sus obras y quedan integrados al programa de asesoría permanente de la galería. No se estipula premio económico directo para los seleccionados, siendo la principal retribución la exposición internacional y los beneficios asociados.",,https://boomergallery.net/dreams-and-nightmares-call-for-artists,Convocatoria,Visuales,"August 16, 2025 11:38 PM",,,No,No,,No,,
Convocatoria︱Graphic Competition 2025,,Faust/Vizual – Graphic Competition 2025,Revisar,https://www.onlyforartists.com/post/faust-vizual-graphic-competition-2025-1,Polonia,"September 15, 2025",Yes,Teatr im. Wandy Siemaszkowej,,,No,"Dirigida a jóvenes artistas, estudiantes y egresados de carreras de arte y diseño menores de 30 años de cualquier nacionalidad, la Faust/Vizual – Graphic Competition 2025 convoca a presentar hasta tres obras por participante en formato de cartel gráfico, animación o propuestas visuales experimentales inspiradas en el clásico “Fausto” de Goethe; la inscripción es gratuita y no requiere pago. La disciplina principal es el arte gráfico, incluyendo animación y nuevos medios visuales, y el premio para el ganador es de 10,000 PLN más la exhibición de la obra seleccionada. La oportunidad es internacional y está abierta a artistas de Latinoamérica.",,https://www.onlyforartists.com/post/faust-vizual-graphic-competition-2025-1,Convocatoria,"Diseño, Animación, Gráfica","August 16, 2025 11:38 PM",,,No,No,,No,,
Convocatoria︱Playground for Remaking Worlds,,Playground for Remaking Worlds,Revisar,https://www.artrabbit.com/artist-opportunities/2025/september/playground-for-remaking-worlds,Reino Unido,"September 10, 2025",Yes,Univeristy of Cambridge,,,No,"Playground for Remaking Worlds está dirigida a artistas, performers y diseñadores de moda de cualquier nacionalidad, invitando propuestas para intervenciones urbanas, talleres participativos y desfiles especulativos que exploren futuros posibles, en homenaje al pensamiento radical de David Graeber; la convocatoria no menciona ningún pago de inscripción ni estipula honorarios, premios o apoyos económicos para los seleccionados, quienes recibirán visibilidad, oportunidades de colaboración y networking en el evento en Londres; no hay restricciones geográficas, por lo que pueden postular artistas de Latinoamérica, pero es importante notar que no se ofrece apoyo financiero para viaje, producción ni estancia.",,https://www.artrabbit.com/artist-opportunities/2025/september/playground-for-remaking-worlds,Convocatoria,"Otras, Multidisciplinar","August 16, 2025 11:39 PM",,,No,No,,No,,
Convocatoria︱Unveiled: Stories Behind The Silence,,Open Call | Unveiled: Stories Behind The Silence | Firepit Art Gallery,Revisar,https://www.artrabbit.com/artist-opportunities/2025/september/open-call-unveiled-stories-behind-the-silence-firepit-art-gallery,Reino Unido,"September 15, 2025",Yes,Firepit Art Gallery,,,No,"La convocatoria Open Call | Unveiled: Stories Behind The Silence | Firepit Art Gallery está dirigida a artistas visuales contemporáneos de cualquier origen que trabajen en medios como pintura, escultura, instalación, fotografía, videoarte y arte digital, interesados en explorar temas de silencio, historias no contadas y narrativas invisibles. No se especifica un pago de inscripción para participar en la oportunidad, ni se detallan montos de compensación económica, premios o apoyos para los artistas seleccionados. Tampoco se menciona restricción geográfica, por lo que la convocatoria está abierta a artistas de Latinoamérica. No se encontró información sobre bases completas o detalles adicionales respecto a honorarios o apoyos económicos.",,https://www.curatorspace.com/opportunities/detail/open-call--unveiled-stories-behind-the-silence--firepit-art-gallery/9687,Convocatoria,"Visuales, Pintura, Escultura","August 16, 2025 11:39 PM",,,No,No,,No,,
Beca︱KADIST Paris Curatorial Fellowship,,KADIST Paris Curatorial Fellowship,Revisar,https://www.artrabbit.com/artist-opportunities/2025/september/kadist-paris-curatorial-fellowship,Francia,"September 15, 2025",Yes,KADIST,,,No,"La KADIST Paris Curatorial Fellowship está dirigida a curadores, críticos, escritores, directores artísticos, investigadores y profesionales culturales de cualquier nacionalidad, que sean fluentes en francés e inglés y tengan experiencia interdisciplinaria; no requiere pago de inscripción. La oportunidad abarca disciplinas relacionadas con la curaduría, la investigación artística y la producción cultural, promoviendo cruces entre cine, literatura, danza, filosofía y activismo. El programa, de 18 meses a tiempo parcial desde 2026, otorga un estipendio total de €30,000, alojamiento en París y un presupuesto anual de hasta €15,000 para eventos públicos y €25,000 por exposición. La convocatoria está abierta a postulantes latinoamericanos siempre que cumplan los requisitos de idioma y perfil profesional.",,https://kadist.org/curatorial-fellowship/,Convocatoria,"Otras, Multidisciplinar, Curaduría","August 16, 2025 11:39 PM",,,No,No,,No,,
Beca︱Guggenheim Fellowship,,The Guggenheim Fellowship,Revisar,https://www.artrabbit.com/artist-opportunities/2025/september/the-guggenheim-fellowship,EEUU,"September 16, 2025",Yes,Guggenheim,,,No,"La Guggenheim Fellowship está dirigida a artistas, académicos y creadores de cualquier disciplina de las artes, las ciencias sociales, las ciencias naturales y las humanidades, que sean ciudadanos o residentes permanentes de Estados Unidos o Canadá y que cuenten con una trayectoria consolidada y logros notables en su campo; no está abierta a estudiantes ni a personas fuera de estos países, por lo que artistas latinoamericanos solo pueden postular si cumplen con estos requisitos de residencia. La beca no requiere pago de inscripción y los fondos otorgados (alrededor de 175 becas anuales) son de libre uso para los seleccionados, aunque el monto varía según el caso y no se especifica una suma fija; la Fundación aclara que no cubre necesariamente todos los costos del proyecto ni reemplaza un salario completo. Las disciplinas comprendidas abarcan todas las formas de arte y campos académicos, y pueden postular tanto personas afiliadas a instituciones como independientes.",,https://www.gf.org/stories/announcing-the-2025-guggenheim-fellows,Beca,"Otras, Multidisciplinar, Artes","August 16, 2025 11:39 PM",,,No,No,,No,,
Convocatoria︱Voice/s in the Museum,,Call for Papers: Voice/s in the Museum,Revisar,https://www.artrabbit.com/artist-opportunities/2025/october/call-for-papers-voices-in-the-museum,Reino Unido,"October 13, 2025",Yes,Tate Museum,,,No,"Call for Papers: Voice/s in the Museum está dirigida a investigadores, académicos, artistas y profesionales de museos interesados en explorar el papel de la voz en contextos museísticos, tanto desde perspectivas teóricas como prácticas. La convocatoria acepta propuestas relacionadas con estudios museológicos, arte contemporáneo, performance, historia del arte, educación, curaduría y disciplinas afines. No se requiere pago de inscripción para participar. No se especifica un monto de dinero destinado a los seleccionados ni se mencionan honorarios para los participantes. La convocatoria está abierta a postulantes internacionales, incluyendo artistas e investigadores de Latinoamérica.",,https://www.tate.org.uk/research/tate-papers/calls-for-papers,Convocatoria,"Otras, Multidisciplinar, Investigación","August 16, 2025 11:39 PM",,,No,No,,No,,
Convocatoria︱apexart Curatorial Proposals,,apexart Seeks Curatorial Proposals for Next Season of Exhibitions,Revisar,https://www.artrabbit.com/artist-opportunities/2025/october/apexart-seeks-curatorial-proposals-for-next-season-of-exhibitions,EEUU,"October 31, 2025",Yes,Apexart,,,No,"Dirigida a curadores, artistas, escritores y creativos de cualquier nacionalidad y nivel de experiencia, la oportunidad apexart Seeks Curatorial Proposals for Next Season of Exhibitions invita a enviar propuestas en inglés para exposiciones colectivas basadas en ideas originales, sin requerir pago de inscripción. Se seleccionarán cinco propuestas para realizarse en la sede de apexart en Nueva York durante la temporada 2026–27, cada una con un presupuesto de producción de hasta 10,000 USD, apoyo administrativo y difusión internacional. No exige experiencia previa ni restricciones geográficas, por lo que está abierta a participantes de América Latina.",,https://apexart.org/opencalls.php,Convocatoria,"Visuales, Curaduría","August 16, 2025 11:40 PM",,,No,No,,No,,
Convocatoria︱Echoes of Earth,,Echoes of Earth Call for Artists,Revisar,https://www.artrabbit.com/artist-opportunities/2025/august/echoes-of-earth-call-for-artists,India,"August 28, 2025",Yes,Echoes of Earth,,,No,"Convocatoria dirigida a artistas de instalaciones y disciplinas multidisciplinarias cuyas obras estén vinculadas a la naturaleza, la sostenibilidad y la imaginación audaz, abierta internacionalmente sin restricciones geográficas explícitas, por lo que pueden postular artistas de Latinoamérica. Se aceptan propuestas en instalación escultórica y cinética, murales y grafiti, arte interactivo (para público general e infantil), medios luminosos e inmersivos, arte digital, motion y multimedia, e instalaciones sonoras. No se menciona pago de inscripción ni se especifica monto económico o estipendio para los artistas seleccionados; la oportunidad consiste en exhibir obra en el festival Echoes of Earth, reconocido por su enfoque en sostenibilidad y arte. La fecha límite para postular es el 28 de agosto de 2025. Falta información sobre remuneración o apoyos económicos para los participantes.",,https://www.artrabbit.com/artist-opportunities/2025/august/echoes-of-earth-call-for-artists,Convocatoria,"Otras, Instalación, Interactivo","August 16, 2025 11:40 PM",,,No,No,,No,,
Residencia︱HOUSE Open Call,,HOUSE Open Call,Revisar,https://www.artrabbit.com/artist-opportunities/2025/august/house-open-call,Reino Unido,"August 30, 2025",Yes,County Hall Pottery,,,No,"HOUSE Open Call está dirigida a artistas visuales emergentes y de media carrera de cualquier nacionalidad, para una residencia de dos meses en Londres durante 2025, enfocada en la experimentación interdisciplinaria y la colaboración. La convocatoria acepta propuestas de diversas disciplinas visuales, instalaciones, sonido, performance y arte digital. Los artistas seleccionados recibirán un estipendio de £3,000 para cubrir gastos personales y de producción, además de alojamiento gratuito y acceso a estudios y apoyo curatorial. No se requiere ningún pago de inscripción para participar. La oportunidad está abierta a artistas internacionales, incluyendo Latinoamérica, siempre que puedan gestionar su visado si es necesario.",,https://www.artrabbit.com/artist-opportunities/2025/august/house-open-call,Residencia,"Visuales, Instalación, Performance","August 16, 2025 11:40 PM",,,No,No,,No,,
Residencia︱Pioneer Works 2026 Visual Arts and Music,Spring & Summer 2026 Residencies at Art Omi (https://www.notion.so/Spring-Summer-2026-Residencies-at-Art-Omi-2539dd874b3a81aea0d2c088fe585944?pvs=21),Pioneer Works 2026 Visual Arts and Music Residency Open Call,Revisar,https://www.artrabbit.com/artist-opportunities/2025/august/pioneer-works-2026-visual-arts-and-music-residency-open-call,EEUU,"August 31, 2025",Yes,Pioneer Works,,,No,"La convocatoria Pioneer Works 2026 Visual Arts and Music Residency Open Call está dirigida a artistas visuales y músicos emergentes o de media carrera de cualquier nacionalidad, incluyendo artistas de Latinoamérica, que trabajen de manera profesional y busquen un entorno interdisciplinar y colaborativo; no se aceptan estudiantes ni exalumnos del programa. No se requiere pago de inscripción para participar. Las disciplinas involucradas son artes visuales y música, permitiendo tanto postulaciones individuales como de colectivos (en cuyo caso los recursos se comparten). Los residentes seleccionados reciben estudio gratuito y acceso a instalaciones especializadas; los artistas visuales reciben un honorario de $2,500 dólares y los músicos $1,000 dólares. El programa no cubre alojamiento, viajes ni gestiones de visado para participantes internacionales.",,https://pioneerworks.org/residency,Residencia,"Visuales, ArtesVisuales, Música","August 16, 2025 11:40 PM",,,No,No,,No,,
Residencia︱AJUOKSE Micro-Residency Tartu,,"AJUOKSE Micro-Residency in Tartu, Estonia",Revisar,https://www.artrabbit.com/artist-opportunities/2025/august/ajuokse-micro-residency-in-tartu-estonia,Estonia,"August 20, 2025",Yes,AJUOKSE Estonia,,,No,"AJUOKSE Micro-Residency in Tartu, Estonia está dirigida a artistas alternativos de todo el mundo, especialmente aquellos interesados en la experimentación, el espíritu DIY y el humor en el arte, con énfasis en disciplinas como dibujo, pintura, ilustración, arte urbano, cómic y enfoques multidisciplinares; la convocatoria es internacional y abierta a artistas de Latinoamérica. La residencia tiene una duración de dos semanas (6 al 19 de noviembre de 2025) e incluye un apoyo económico de hasta 850 € para los seleccionados, que cubre estipendio, alojamiento privado y materiales; no se menciona ningún pago de inscripción para participar.",,https://www.kettgallery.ee/en/pages/residency-25,Residencia,"Visuales, Dibujo, Pintura","August 16, 2025 11:40 PM",,,No,No,,No,,
Residencia︱CO.LABS 2026 Performing Arts,,OPEN CALL: Residency Programs at CO.LABS 2026 – Performing Arts,Revisar,https://www.artrabbit.com/artist-opportunities/2025/august/open-call-residency-programs-at-colabs-2026-performing-arts,Múltiples Países,"August 24, 2025",Yes,CO.LABS,,,No,"OPEN CALL: Residency Programs at CO.LABS 2026 – Performing Arts está dirigida a artistas y colectivos de artes escénicas (teatro, danza, performance y disciplinas afines) interesados en desarrollar proyectos innovadores durante una residencia en 2026; la convocatoria acepta postulaciones internacionales, incluyendo artistas de Latinoamérica. No se requiere pago de inscripción para participar. La oportunidad contempla un estipendio de 2.000 EUR para cada artista o colectivo seleccionado, además de alojamiento y espacio de trabajo durante la residencia. La convocatoria fomenta la colaboración interdisciplinaria y la presentación pública de los procesos y resultados, y no restringe la postulación por nacionalidad ni residencia, permitiendo la participación de creadores de cualquier país.",,https://www.artrabbit.com/artist-opportunities/2025/august/open-call-residency-programs-at-colabs-2026-performing-arts,Residencia,"Escénicas, Teatro, Danza","August 16, 2025 11:40 PM",,,No,No,,No,,
