Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Categoría,Created time,Obtener Base URL,Obtener BASE URL?,Base URL,Og_Resumida,Disciplina,Robot Requisitos,Agenda 2030,Estado de la oportunidad,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa,Premio_USD,Inscripcion_USD_web,Significativa_400
Beca | Eliza Moore Fellowship for Artistic Excellence Residency 2026,Beca | Eliza Moore Fellowship for Artistic Excellence Residency 2026,,https://on-the-move.org/news/oak-spring-garden-foundation-eliza-moore-fellowship-artistic-excellence-residency-2026-usa,EEUU,"May 31, 2025",Yes,Oak Spring Garden Foundation,Beca,"April 19, 2025 10:16 PM",,No,https://www.osgf.org/fellowships/eliza-moore-artistic-excellence,"Dirigido a artistas emergentes (artes visuales, literatura, danza y música) que desarrollen obras sobre plantas, jardines o paisajes; no requiere pago para postularse. Disciplinas: artes visuales, literatura, danza y música. Abierto a artistas de todo el mundo, incluyendo Latinoamérica.","Visuales, Música, Literatura, Escénicas",,No,,Sin cargo,Música,,USD,,False,,,False
Beca | Ronald Duncan Stipend for Southwest Writing,Beca | Ronald Duncan Stipend for Southwest Writing,,https://on-the-move.org/news/university-exeter-ronald-duncan-stipends-writers-unesco-city-literature-uk,Reino Unido,"June 15, 2025",Yes,University of Exeter,Beca,"April 19, 2025 10:16 PM",,No,https://libguides.exeter.ac.uk/archives/Duncan_Stipends,Dirigida a escritores de cualquier etapa de su carrera con conexión a una Ciudad de la Literatura UNESCO. No requiere pago para postular. Disciplina: escritura/literatura. Abierta a escritores de América Latina si su ciudad forma parte de la Red de Ciudades de la Literatura UNESCO.,Literatura,,No,,Sin cargo,Literatura,,GBP,,False,,,False
Convocatoria | Pintura internacional Plein Air 'Valdis Bušs 2025',Convocatoria | Pintura internacional Plein Air 'Valdis Bušs 2025',,https://on-the-move.org/news/daugavpils-mark-rothko-art-centre-international-painting-plein-air-valdis-buss-2025-latvia,Letonia,"April 30, 2025",Yes,"Municipio de Balvi, en cooperación con el Museo Rothko",Convocatoria,"April 19, 2025 10:16 PM",,No,https://rothkomuseum.com/en/museum/catalogues/symposia/valdis-buss-2025/,"Dirigido a artistas profesionales de pintura de cualquier nacionalidad. El Valdis Bušs 2025 International Painting Plein Air es un encuentro internacional de pintura al aire libre, que invita a crear obras en residencia inspiradas en el paisaje. Se realiza en Viļaka, Letonia, del 21 al 31 de julio de 2025.","Visuales, Pintura, Paisajismo",,No,,Sin cargo,Visuales,,,,False,,,False
Premio | Premio Trieste Contemporánea para Jóvenes Artistas Europeos (YEATCA),Premio | Premio Trieste Contemporánea para Jóvenes Artistas Europeos (YEATCA),,https://on-the-move.org/news/trieste-contemporanea-young-european-artist-award-2025-italy,Italia,"May 25, 2025",Yes,Trieste Contemporánea,Premio,"April 19, 2025 10:16 PM",,No,https://www.triestecontemporanea.it/en/bando/yeatca_25/,"Abierto a artistas menores de 30 años que nacieron en uno de los siguientes países: Albania, Austria, Bielorrusia, Bosnia y Herzegovina, Bulgaria, Croacia, República Checa, Estonia, Alemania, Hungría, Italia, Kosovo, Letonia, Lituania, Moldavia, Montenegro, Macedonia del Norte, Polonia, Rumania, Serbia, Eslovaquia, Eslovenia y Ucrania. El ganador será invitado a planificar una exposición individual en Trieste (Italia), que se inaugurará en Studio Tommaseo en diciembre de 2025.",Visuales,,No,,Sin cargo,Visuales,,EUR,,False,,,False
Premio | Premio Nacional a la Trayectoria Artística ,Premio | Premio Nacional a la Trayectoria Artística ,,https://palaisdeglace.cultura.gob.ar/info/112-salon-nacional-de-artes-visuales/#premio-nacional-a-la-trayectoria-artistica-,Argentina,"May 11, 2025",Yes,"Palais de Glace - Secretaría de Cultura de
la Nación",Premio,"April 19, 2025 10:17 PM",,No,https://palaisdeglace.cultura.gob.ar/info/112-salon-nacional-de-artes-visuales/#premio-nacional-a-la-trayectoria-artistica-,"El Premio reconoce la trayectoria de hasta 8 (ocho) artistas vivos argentinos nativos o naturalizados, mayores de 60 años, quienes reciben una pensión vitalicia y donan al Estado Nacional una obra significativa de su producción, que pasa a integrar la colección del Museo Nacional de Bellas Artes.",Visuales,,No,,Sin cargo,Visuales,,ARS,,False,,,False
Beca | CCA Islands Travel Scholarship 2025 – 2026,Beca | CCA Islands Travel Scholarship 2025 – 2026,,https://www.artconnect.com/opportunity/rO-csRmxzbAvZi4TXtMyF,Japón,"April 25, 2025",Yes,"CCA, Center for Contemporary Art and Peace Winds Japan (PWJ) ",Beca,"April 19, 2025 10:22 PM",,No,https://cca-islands.org/en/scholarship/,"Dirigido a artistas emergentes, curadores, arquitectos, diseñadores y aquellos que aspiran a ser profesionales en diversas áreas del arte y la cultura contemporánea, realizando sus investigaciones y actividades creativas en Japón. La beca cubre gastos de investigación por un valor de 200.000 JPY y un pasaje de ida y vuelta (solo ida y vuelta a Japón). Se dará preferencia a los solicitantes menores de 35 años. La estancia mínima de los beneficiarios en Japón es de 4 semanas y la máxima de 8 semanas, entre el 1 de septiembre de 2025 y el 31 de marzo de 2026.","Diseño, Visuales, Otras, Arquitectura, Curaduría, ",,No,,Sin cargo,Diseño,200000.0,JPY,1340.0,True,,,False
Beca | Musician Grants. Augment Music Project,Beca | Augment Music Project,,https://www.artconnect.com/opportunity/CF4aTO7c8MjPzxxWxZGCZ,EEUU,"April 25, 2025",Yes,Telluride Arts District,Beca,"April 19, 2025 10:23 PM",,No,https://www.telluridearts.org/telluride-artists-grants,"Dirigida a Músicos [solistas/conjunto], mayores de 18 años, que  vivan y/o trabajen en la región de Telluride. Si no vive ni trabaja en la región, debe explicar su conexión con la región o detallar sus colaboradores artísticos locales y sus roles. ",Música,,No,Fuera del Universo,Sin cargo,Música,,USD,,False,,,False
Convocatoria | Site Specific Art Berlin Circus Festival 2025,Convocatoria | Site Specific Art Berlin Circus Festival 2025,,https://www.artconnect.com/opportunity/Su1Sx_CRVIs9KPpJEPKRI,Alemania,"April 27, 2025",Yes,Berlin Circus Festival  ,Convocatoria,"April 19, 2025 10:24 PM",,No,https://www.berlin-circus-festival.de/home.html,"Dirigida a artistas de todo el mundo para propuestas de arte site-specific en el Berlin Circus Festival 2025 que se llevará a cabo del 30.07.25– 10.08.2025. Incluye disciplinas de arte contemporáneo, instalación y arte visual: Obras de arte que puedan instalarse al aire libre (escultura, instalación, pintura, fotografía, etc.) y que se relacionen con los conceptos de ‘ciudad’, ‘circo’, ‘cuerpo’ o ‘encuentro’.","Visuales, Escultura, Instalación, Fotografía, Pintura",,No,,Sin cargo,Visuales,,EUR,,False,,,False
Convocatoria | Fondo LinzIMpORT,Convocatoria | Fondo LinzIMpORT,,https://www.artconnect.com/opportunity/YUCAWmGnmU5z0XdWdl3wf,Austria,"April 28, 2025",Yes,Stadt Linz,Convocatoria,"April 19, 2025 10:25 PM",,No,https://www.linz.at/serviceguide/viewchapter.php?chapter_id=122822,"Programa de financiación que permite a los artistas de Linz y a las iniciativas artísticas y culturales independientes invitar a artistas o trabajadores culturales que trabajan fuera de Austria a Linz para un proyecto conjunto. Se aceptan solicitudes de todas las disciplinas artísticas. No se podrán presentar proyectos ya iniciados o finalizados. Dirigido a artistas visuales, performativos, sonoros, literarios y multidisciplinares de todas las etapas de su carrera. No requiere pago para participar. Está abierto a artistas de América Latina.",Multidisciplipar,,No,,Sin cargo,Otras,,,,False,,,False
Apoyo | 3ra. edición del Plan de Fortalecimiento a la Cultura Comunitaria,Apoyo | 3ra. edición del Plan de Fortalecimiento a la Cultura Comunitaria,,https://institutocultural.gba.gob.ar/articulo-noticia/convocatorias/inscripciones-la-tercera-edicion-del-plan-de-fortalecimiento-la,Argentina,"May 4, 2025",Yes,Instituto Cultural del Gobierno de la Provincia de Buenos Aires,Apoyo,"April 21, 2025 1:17 PM",,No,https://institutocultural.gba.gob.ar/articulo-noticia/convocatorias/inscripciones-la-tercera-edicion-del-plan-de-fortalecimiento-la,"Convocatoria abierta para apoyos económicos destinados a espacios culturales, festivales de gestión no estatal, colectivos y redes culturales bonaerenses.  Esta convocatoria es para proyectos y/o espacios que se desarrollen íntegramente dentro de la provincia de Buenos Aires.","Otras, Gestión Cultural, Teatros, Festivales, Organizaciones,",,No,,Sin cargo,Escénicas,,ARS,,False,,,False
Convocatoria | X edición de la Muestra Ibérica de Artes Escénicas⁣,Convocatoria | X edición de la Muestra Ibérica de Artes Escénicas⁣,,https://www.cofae.net/es/programacion/c/172-abierto-el-plazo-de-presentacion-de-propuesta.html,España,"May 30, 2025",Yes,Asociación de Gestoras y Gestores Culturales de Extremadura,Convocatoria,"April 21, 2025 1:35 PM",,No,https://www.agcex.org/la-x-mae-abre-convocatoria-para-recibir-propuestas-artisticas/,"Dirigido a artistas y compañías profesionales de artes escénicas (teatro, danza y formatos híbridos); no requiere pago para participar; disciplinas: artes escénicas; está abierta a participantes internacionales, incluyendo artistas de Latinoamérica.","Escénicas, Teatro, Danza",,No,,Sin cargo,Escénicas,,EUR,,False,,,False
Convocatoria | Exposición Colectiva de Arte Cuir Conmemorar y Celebrar,Convocatoria | Exposición Colectiva de Arte Cuir Conmemorar y Celebrar,,https://isabelcroxattogaleria.com/,Chile,"May 15, 2025",Yes,Isabel Croxatto Galería y Fundación Mecenas,Convocatoria,"April 21, 2025 1:41 PM",,No,https://isabelcroxattogaleria.com/,Dirigida a artistas de la comunidad LGBTQIANB+. No requiere pago para postular. Disciplinas: artes visuales. Abierta a artistas de Latinoamérica.,Visuales,,Yes,,Sin cargo,Visuales,,CLP,,False,,,False
Residencia | Residency Program ZARATAN AIR 2025,Residencia | Residency Program ZARATAN AIR 2025,,https://zaratan.pt/en/event/721,Portugal,"April 30, 2025",Yes,Zaratan – Arte Contemporânea,Residencia,"April 21, 2025 1:47 PM",,No,https://zaratan.pt/en/event/721,"Dirigido a artistas, performers, músicos, curadores, escritores y agentes culturales emergentes o profesionales de cualquier país; no requiere pago para postular. Disciplinas: todas las áreas y lenguajes de expresión artística con enfoque multidisciplinar. Abierta a artistas de Latinoamérica.",Multidisciplinar,,No,,Sin cargo,Otras,,EUR,,False,,,False
Convocatoria | Dona Ruth: Festival de Teatro Negro de São Paulo (Dona Ruth: FTNsp),Convocatoria | Dona Ruth: Festival de Teatro Negro de São Paulo (Dona Ruth: FTNsp),,https://docs.google.com/forms/d/e/1FAIpQLSd1qGgFAoi89P5tzv7AHehk0yxYud242wbbNmve6cu6klDjBQ/viewform,Brasil,"May 22, 2025",Yes,Dona Ruth: Festival de Teatro Negro de São Paulo,Convocatoria,"April 24, 2025 2:22 PM",,No,https://docs.google.com/forms/d/e/1FAIpQLSd1qGgFAoi89P5tzv7AHehk0yxYud242wbbNmve6cu6klDjBQ/viewform,"Dirigida a propuestas de espectáculos no inéditos de artistas, colectivos, grupos, compañías y otros tipos de producciones de autoría negra e indígena de países latinoamericanos, excepto Brasil, miembros del Programa IBERESCENA. Se seleccionarán entre 2 a 4 espectáculos para la programación internacional inédita de esta edición del festival. El Dona Ruth: FTNsp cubrirá los pagos de honorarios, pasajes aéreos, hospedaje, traslado local y costos de alimentación. El Festival se llevará a cabo en São Paulo (Brasil) del 17 al 26 de octubre de 2025.","Escénicas, Teatro, Performance, Danza, Musical",,No,,Sin cargo,Música,,BRL,,False,,,False
Convocatoria | Festival Tango + Tango,Convocatoria | Festival Tango + Tango,,https://linktr.ee/festivaltangomastango,Argentina,"May 2, 2025",Yes,Festival Tango + Tango - Hasta Trilce ,Convocatoria,"April 24, 2025 2:32 PM",,No,https://linktr.ee/festivaltangomastango,Convocatoria abierta para espectáculos de Tango Música y Tango Danza para participar del Festival que se llevará a cabo  del 5 al 8 de junio de 2025 en Hasta Trilce. Dirigida a grupos y/o artistas residentes en AMBA y/o Provincia de Buenos Aires. ,"Música, Escénicas, Danza",,No,,Sin cargo,Música,,ARS,,False,,,False
Fondos | Concurso Desempolvando Archivos 2025,Fondos | Concurso Desempolvando Archivos 2025,Destacar,https://iniciativadearchivos.org/nueva-convocatoria-del-concurso-desempolvando-archivos-2025/,Argentina,"May 30, 2025",Yes,"Iniciativa de Archivos, Fundación Williams y Fundación Bunge y Born.",Fondos,"April 24, 2025 2:51 PM",,No,https://iniciativadearchivos.org/nueva-convocatoria-del-concurso-desempolvando-archivos-2025/,"Dirigido a instituciones de Argentina que custodian fondos de archivo en el país, facilitando la organización, descripción y acceso público a sus valiosos acervos documentales. Se podrán presentar propuestas para dos líneas de financiamiento: Subsidios para diagnóstico: en esta línea se financian proyectos breves (una o dos
semanas) sujetos a la contratación de un experto en archivística (hasta $2.500.000). Subsidios para organización y descripción (hasta $6.500.000). ","Otras, Archivos, Documentación",,No,,Sin cargo,Cine,2500000.0,ARS,2750.0,True,,,False
Convocatoria | Festival Internacional de Cine de la provincia de Buenos Aires,Convocatoria | Festival Internacional de Cine de la provincia de Buenos Aires,Destacar,https://institutocultural.gba.gob.ar/articulo-noticia/noticias-ficpba/inscripcion-para-la-tercera-edicion-de-ficpba,Argentina,"June 1, 2025",Yes,Instituto Cultural de la Provincia de Buenos Aires,Convocatoria,"April 24, 2025 3:06 PM",,No,https://institutocultural.gba.gob.ar/articulo-noticia/noticias-ficpba/inscripcion-para-la-tercera-edicion-de-ficpba,"Convocatoria abierta a producciones de largo y cortometraje, nacionales e internacionales, de todos los géneros, realizadas entre 2023 y 2025. Respecto a la temática deben ser películas que hagan foco en los conceptos de Identidad y Diversidad. La inscripción es gratuita. El Festival se realizará del 1 al 10 de octubre de 2025.",Cine,,No,,Sin cargo,Cine,,ARS,,False,,,False
Premio | 12° Salón de Artes Visuales 2025. Premios Adquisición,Premio | 12° Salón de Artes Visuales 2025. Premios Adquisición,,https://www.instagram.com/p/DIjp6Uiy7lj/,Argentina,"May 14, 2025",Yes,Casa de la Cultura de Río Cuarto - Agencia Córdoba Cultura,Premio,"April 24, 2025 3:39 PM",,No,https://cultura.cba.gov.ar/convocatoria-abierta-para-el-12-salon-de-artes-visuales-2025/,"Dirigido artistas visuales mayores de 18 años, con una obra de su autoría, quienes deberán tener un mínimo de tres años de residencia en la provincia de Córdoba, Argentina. La temática es libre. La recepción de obras será del 12 al 14 de mayo en la Casa de la Cultura de Río Cuarto, donde se aceptarán obras de entre 100 cm y 200 cm por lado. Se otorgarán dos premios de adquisición de $800.000 y tres menciones honoríficas.",Visuales,,No,,Sin cargo,Visuales,800000.0,ARS,880.0,True,,,False
Convocatoria | XXI Salón de Arte Textil en Pequeño y mediano formato,Convocatoria | XXI Salón de Arte Textil en Pequeño y mediano formato,,https://www.instagram.com/p/DIz-PByxjRB/?igsh=Z3M5dHJvaHlwY2E5,Argentina,"June 13, 2025",Yes,Museo de Arte Popular José Hernández,Convocatoria,"April 26, 2025 2:16 PM",,No,https://buenosaires.gob.ar/cultura/museos/museojosehernandez/salon-de-arte-textil-en-pequeno-y-mediano-formato,La convocatoria estará abierta para todos los artistas que trabajan en toda expresión del arte textil. El tema de la presente convocatoria es libre. Se aceptarán hasta 2 obras por participante. Una por cada una de las categorías. La selección de las obras se realizará a través del envío de imágenes digitales en la primera fase. En esta oportunidad junto con la inscripción se deberá pagar un bono de $ 10.000 (diez mil pesos argentinos). Dicho bono no será reembolsado en caso de que la obra no sea seleccionada.,"Visuales, Diseño, Arte Textil",,No,,Pago,Diseño,10000.0,ARS,11.0,False,,,False
Residencia | Programa de Residencias Casa Alberto Heredia 2025-2026,Residencia | Programa de Residencias Casa Alberto Heredia 2025-2026,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-PROGRAMA-DE-RESIDENCIAS-CASA-ALBERTO-HEREDIA-2025-2026,Argentina,"May 31, 2025",Yes,Museo de Arte Moderno de Buenos Aires,Residencia,"April 26, 2025 9:58 PM",,No,https://museomoderno.org/en/casa-alberto-heredia-residencias-nacionales/,"El Programa de Residencias Casa Alberto Heredia 2025-2026 está dirigido a artistas y profesionales del arte, la cultura y la educación, argentinos y extranjeros con residencia en Argentina de al menos 3 años. No se menciona pago para participar. La convocatoria está abierta para diversas disciplinas artísticas sin especificar restricciones particulares, pero no está abierta para artistas latinoamericanos en general que no residan en Argentina.","Visuales, Otras",,No,,Sin cargo,Visuales,,ARS,,False,,,False
Convocatoria | PITCHING - Festival Internacional de Cine de Huesca,Convocatoria | PITCHING - Festival Internacional de Cine de Huesca,,https://festhome.com/festival/9489,España,"May 6, 2025",Yes,Festival Internacional de Cine de Huesca,Convocatoria,"April 26, 2025 10:06 PM",,No,https://www.huesca-filmfestival.com/pitching-hiff/,"Podrán participar realizadores/as emergentes residentes en España que tengan un cortometraje en proyecto o no finalizado, y necesiten apoyo de una productora para finalizarlo. Podrán presentarse cortometrajes de cualquier subgénero (ficción, no ficción, documental, animación) de máximo 30 min., de temática libre. Solamente se podrá presentar un proyecto por realizador/a o profesional emergente.",Cine,,No,,Sin cargo,Cine,,EUR,,False,,0.0,False
Convocatoria | Certamen Nacional de Cortometrajes de L`ALFÀS DEL PI,Convocatoria | Certamen Nacional de Cortometrajes de L`ALFÀS DEL PI,,https://festhome.com/festival/1770,España,"May 11, 2025",Yes,Ayuntamiento de l’Alfàs del Pi,Convocatoria,"April 26, 2025 10:06 PM",,No,https://www.festivaldelalfas.es,"El certamen está abierto a productores y realizadores de cine españoles, y/o con sede social en España. Disciplina: cine (cortometrajes). Se podrán presentar al certamen películas de ficción y de animación realizadas durante los años 2024 y 2025, cuya duración máxima no exceda los 30 minutos y no hayan sido presentadas en ediciones anteriores. Abierto a participantes españoles.","Cine, Cortometrajes",,No,,Pago,Cine,,EUR,,False,10260.0,0.0,True
Residencia | Programa de Residencias S+T+ARTS Buen-TEK,Residencia | Programa de Residencias S+T+ARTS Buen-TEK,Destacar,https://hipermedula.org/2025/04/programa-de-residencias-starts-buen-tek/,Múltiples Países,"May 27, 2025",Yes,Ars Electronica Linz GmbH & Co KG.,Residencia,"April 26, 2025 10:08 PM",,No,https://starts.eu/opportunities/starts-buen-tek-residencies-programme-2/,"Dirigido a artistas o colectivos artísticos de los siguientes países elegibles: Argentina, Bolivia, Brasil, Chile, Colombia, Ecuador, Guyana, Paraguay, Perú, Surinam y Uruguay, interesados en la intersección de arte, conocimiento indígena y tecnología avanzada. Disciplinas involucradas: artes visuales, arte digital y prácticas artísticas transdisciplinarias. A través de un programa de 10 residencias de 5 meses de duración, a implementarse entre septiembre de 2025 y febrero de 2026, el proyecto invita a artistas a abordar retos en los ámbitos económico, ecológico y social, adoptando principios locales, regionales y/o ancestrales, y aportando una perspectiva crítica sobre las tecnologías.",Multidisciplinar,,No,Destacar?,Sin cargo,Otras,,USD,,False,,,False
"Programa de formación en arte, curaduría y teorías contemporáneas","Convocatoria | Programa de formación en arte, curaduría y teorías contemporáneas",,https://hipermedula.org/2025/04/programa-de-formacion-en-arte-curaduria-y-teorias-contemporaneas/,Argentina,"May 11, 2025",Yes,Centro de Arte UNLP,Convocatoria,"April 26, 2025 10:08 PM",,No,https://www.centrodearte.unlp.edu.ar/programa-de-formacion-en-arte-curaduria-y-teorias-contemporaneas-4/,"Programa de formación virtual gratuito en arte, curaduría y teorías contemporáneas, coordinado por Fernando Davis. Dirigido a personas interesadas en reflexión y producción crítica sobre arte contemporáneo. No requiere pago (actividad no arancelada). No especifica restricciones geográficas para participantes, por lo que parece abierto a artistas latinoamericanos.","Otras, Arte Contemporáneo, Curaduría",,No,,Pago,Visuales,,ARS,,False,,,False
Fondos | Apoyo a Profesionales de la Cultura y el Arte para estudios de Posgrado en el Extranjero (APCE),Fondos | Apoyo a Profesionales de la Cultura y el Arte para estudios de Posgrado en el Extranjero (APCE),,https://hipermedula.org/2025/04/apoyo-a-profesionales-de-la-cultura-y-el-arte/,México,"May 16, 2025",Yes,Secretaría de Cultura del Gobierno de México,Fondos,"April 26, 2025 10:08 PM",,No,https://sistemacreacion.cultura.gob.mx/convocatorias.html,"Dirigido a profesionales de la cultura y el arte que desean realizar estudios de posgrado en el extranjero. Disciplinas: artes visuales, diseño, escénicas, música, letras, gestión cultural, Arquitectura. Este fondo es exclusivo para Mexicanos.",Multidisciplinar,,No,,Sin cargo,Otras,,MXN,,False,,2.5,False
Convocatoria | Taller IA+música. Creación en tiempos de algoritmos y caos digital,Convocatoria | Taller IA+música. Creación en tiempos de algoritmos y caos digital,,https://hipermedula.org/2025/04/iamusica/,Argentina,"May 19, 2025",Yes,MediaLab CCEBA Centro Cultural de España en Buenos Aires,Convocatoria,"April 26, 2025 10:08 PM",,No,https://hipermedula.org/2025/04/iamusica/,"Taller online sobre IA aplicada a la música, dirigido a músicos, productores, gestores culturales, programadores, diseñadores e investigadores interesados en explorar cómo la inteligencia artificial transforma procesos creativos en música y cultura digital. No se menciona costo, pero tiene cupo limitado. Abierto para participantes de habla hispana, sin especificar restricciones geográficas para artistas latinoamericanos.","Música, Otras",,No,,Sin cargo,Música,,ARS,,False,,,False
IV  Muestra Internacional de Cine Poético Maldito Festival 2025,Convocatoria | IV  Muestra Internacional de Cine Poético Maldito Festival 2025,,https://www.recursosculturales.com/muestra-de-cine-poetico/,España,"June 30, 2025",Yes,Maldito Festival de Videopesía,Convocatoria,"April 26, 2025 10:09 PM",,No,https://malditofestival.com/inscripcion-iv-muestra-internacional-de-cine-poetico-maldito-festival-2025/,"Dirigido a cineastas de cualquier edad, género, nacionalidad o lugar de residencia que presenten medio-largometrajes de carácter poético con duración mínima de 30 minutos. Requiere pago de tarifa de inscripción. Disciplinas: cine y poesía. Abierto a artistas de todo el mundo, incluidos latinoamericanos.","Cine, Poesía",,No,,Pago,Cine,,EUR,,False,,,False
Convocatoria | IX Concurso Internacional de Videopoesía Maldito Festival 2025,Convocatoria | IX Concurso Internacional de Videopoesía Maldito Festival 2025,,https://www.recursosculturales.com/maldito-festival-de-videopoesia/,España,"June 30, 2025",Yes,Maldito Festival de Videopoesía,Convocatoria,"April 26, 2025 10:09 PM",,No,https://malditofestival.com,"Dirigido a cualquier persona sin restricción de edad, género, nacionalidad o lugar de residencia. No requiere pago para participar. Disciplinas: videopoesía, combinando poesía y video. Abierto a artistas de Latinoamérica.","Otras, Audiovisual, Poesía",,No,,Sin cargo,Música,,EUR,,False,,,False
Convocatoria | Salón Nacional de Artes Visuales de Tandil 2025,Convocatoria | Salón Nacional de Artes Visuales de Tandil 2025,,https://www.recursosculturales.com/salon-nacional-artes-visuales-tandil/,Argentina,"June 3, 2025",Yes,Subsecretaría de Cultura y Educación - Museo Municipal de Bellas Artes de Tandil,Convocatoria,"April 26, 2025 10:09 PM",,No,https://mumbat.com/52-salon-nacional-de-artes-visuales-2025/,Dirigido a artistas plásticos mayores de 18 años residentes en Argentina. Disciplinas: artes visuales en general. No está abierto a artistas de Latinoamérica que no residan en Argentina.,Visuales,,No,,Sin cargo,Visuales,,ARS,,False,1500000.0,,True
Premio | Premio Planeta de Novela 2025,Premio | Premio Planeta de Novela 2025,Destacar,https://www.recursosculturales.com/premio-planeta-de-novela/,España,"June 15, 2025",Yes, Editorial Planeta,Premio,"April 26, 2025 10:10 PM",,No,https://www.planetadelibros.com/premios/premio-planeta-de-novela/15,"Podrán participar en este concurso todos los escritores, mayores de edad, cualquiera que sea su nacionalidad, que presenten novelas originales, inéditas y escritas en castellano. Quedan excluidos los escritores que algún año anterior hayan resultado ganadores del Premio y las obras que concurran simultáneamente a otro premio. Se otorgará, como ganadora, un premio de UN MILLÓN de euros a la novela que se considere con mayores merecimientos. También se otorgará un accésit de DOSCIENTOS MIL euros a la novela finalista.","Literatura, Novela",,No,,Sin cargo,Literatura,,EUR,,False,,,False
Beca | Becas Bilbao Arte para la realización de Proyectos Artísticos con cesión de estudio 2025-2026,Beca | Becas Bilbao Arte para la realización de Proyectos Artísticos con cesión de estudio 2025-2026,Destacar,https://www.recursosculturales.com/becas-fundacion-bilbao-arte/,España,"May 16, 2025",Yes,Fundación BilbaoArte Fundazioa,Beca,"April 26, 2025 10:10 PM",,No,https://bilbaoarte.eus/convocatoria-de-ayudas-2025-26-para-la-realizacion-de-proyectos-artisticos-con-cesion-de-estudio-en-bilbao-arte/,"Dirigido a artistas con trayectoria artística y académica solvente independientemente de su edad y origen, excepto quienes obtuvieron la beca en la convocatoria anterior. Disciplinas: proyectos artísticos con enfoque en producción utilizando talleres de Imagen digital, MediaLab, Escultura, Serigrafía y grabado. Abierto a artistas de cualquier origen, incluyendo latinoamericanos.",Visuales,,No,,Sin cargo,Visuales,,EUR,,False,,,False
Convocatoria | Concurso de Cortometrajes Cartagena Negra,Convocatoria | Concurso de Cortometrajes Cartagena Negra,,https://www.recursosculturales.com/concurso-de-cortometrajes-cartagena-negra/,España,"June 1, 2025",Yes,Cartagena Negra,Convocatoria,"April 26, 2025 10:10 PM",,No,https://colombia.travel/en/fairs-and-festivals/international-film-festival-cartagena-de-indias,"Dirigido a creadores de cortometrajes de cualquier país sin restricciones de procedencia. No requiere pago para participar. Disciplina: cine (géneros cine negro, policíaco, misterio o thriller). Abierto a artistas de Latinoamérica.","Cine, Cortometrajes,",,No,,Sin cargo,Cine,,EUR,,False,540.0,,True
Beca | Becas Leonardo a Investigadores y Creadores Culturales,Beca | Becas Leonardo a Investigadores y Creadores Culturales ,,https://www.recursosculturales.com/becas-leonardo-fundacion-bbva/,España,"May 30, 2025",Yes,Fundación BBVA,Beca,"April 26, 2025 10:10 PM",,No,https://www.redleonardo.es/informacion-bases-becas-red-leonardo/,"Dirigidas a investigadores y creadores culturales de nacionalidad española con residencia en España, o nacionales de otros países con residencia en España, con edades entre 30 y 45 años. Las disciplinas artísticas incluidas son: Artes Plásticas, Música y Ópera, y Creación Literaria y Artes Escénicas. No está abierta para artistas de Latinoamérica a menos que residan en España.","Visuales, Música, Escénicas, Literatura, Otras ",,No,Fuera del Universo,Sin cargo,Música,,EUR,,False,,,False
Premio | Concurso Manga 2025,Premio | Concurso Manga 2025,,https://www.recursosculturales.com/concurso-manga-norma-editorial/,España,"September 29, 2025",Yes,Norma Editorial ,Premio,"April 26, 2025 10:10 PM",,No,https://www.normaeditorial.com/noticia/bases-del-concurso-manga-2025,"El concurso tiene carácter internacional, por lo que pueden presentarse obras en cualquier idioma y candidatos con cualquier nacionalidad y edad. La temática, estilo y género son totalmente libres. Se permite la presentación de un máximo de tres obras por autor o autora, ya sea de forma individual o en colectivo. Los ganadores de ediciones anteriores no podrán presentar nuevos proyectos. El premio consiste en un contrato de edición para completar una obra de 176 páginas y publicarla a través de Norma Editorial, que incluirá un anticipo de 4500 € brutos en concepto de royalties y derechos de representación.","Literatura, Manga,",,No,,Sin cargo,Literatura,500.0,EUR,540.0,True,,,False
Premio | Premios de Novela Negra Cartagena Negra 2025,Premio | Premios de Novela Negra Cartagena Negra 2025,,https://www.recursosculturales.com/premios-de-novela-cartagena-negra/,España,"May 30, 2025",Yes,Cartagena Negra,Premio,"April 26, 2025 10:11 PM",,No,https://www.cartagenanegra.com,"Los Premios de Novela Cartagena Negra 2025 están dirigidos a autores de novelas de temática negra escritas en castellano, editadas en España y publicadas durante el año 2024. No se menciona que requiera pago para participar. La disciplina artística es la literatura, específicamente novela negra. No está explícitamente abierto para artistas latinoamericanos, ya que las obras deben estar editadas en España.","Literatura, Novela Negra",,No,Fuera del Universo,Sin cargo,Literatura,,EUR,,False,,,False
