Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Requisitos,Robot Requisitos,Obtener Disciplina,Requisitos,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa
Convocatoria | Oldenburg International Film Festival,Convocatoria | Oldenburg International Film Festival,,https://festhome.com/festival/4780,Alemania,"June 13, 2025",Yes,Oldenburg International Film Festival,,No,"Dirigida a cineastas establecidos y emergentes de todo el mundo. Se pueden presentar largometrajes, cortometrajes y documentales de todos los orígenes y géneros, con una duración de hasta 49 minutos para cortometrajes y más de 49 minutos para largometrajes. La inscripción requiere el pago de una tasa no reembolsable. Las películas no deben haber sido emitidas, distribuidas públicamente ni puestas a disposición en línea en Alemania antes de las fechas del festival, y deben estar disponibles en alemán, inglés o con subtítulos en inglés. El festival premia la originalidad, la audacia y el espíritu cinematográfico en diversas categorías, incluyendo mejor película independiente, mejor cortometraje, mejor ópera prima y mejores interpretaciones. El Festival se celebra del 10 al 14 de septiembre de 2025.",,https://www.filmfest-oldenburg.de,Convocatoria ,Cine,2025-05-24 22:09:00,,,No,No,,No,,,No,,,Pago,Cine,,EUR,,False
Convocatoria | 102° Salón Nacional de Santa Fe y 8º Certamen Hugo Padeletti,Convocatoria | 102° Salón Nacional de Santa Fe y 8º Certamen Hugo Padeletti,,https://inscripcion.museorosagalisteo.gob.ar/,Argentina,"June 6, 2025",Yes,Secretaria de Cultura de Santa Fe,,No,"La convocatoria está dirigida a artistas nacionales y a extranjeros con al menos tres años de residencia en Argentina.  Las disciplinas no están específicamente detalladas, pero se enfoca en prácticas artísticas contemporáneas. No está abierta para artistas latinoamericanos en general, solo para residentes en Argentina con mínimo tres años comprobables de residencia.",,https://inscripcion.museorosagalisteo.gob.ar/,Convocatoria,Visuales,2025-05-24 22:26:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,ARS,,False
Premio | 5ta. edición del Premio ASGAPA de Estímulo a la Escritura Crítica,Premio | 5ta. edición del Premio ASGAPA de Estímulo a la Escritura Crítica,,https://ndg.asgapa.org.py/premio-asgapa-2025/,Paraguay,"July 5, 2025",Yes,ASGAPA,,No,"Dirigido a personas de 18 a 35 años, paraguayos o extranjeros residentes en Paraguay, con hasta tres años de experiencia en artes visuales; no requiere pago para participar. Disciplinas: escritura crítica sobre artes visuales. Primer premio de 7.500.000 Gs. y segundo de 4.000.000 Gs.; no está abierto a artistas de Latinoamérica fuera de Paraguay.",,https://ndg.asgapa.org.py/premio-asgapa-2025/,Premio,"Otras, Investigación, Curaduría",2025-05-24 22:33:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,,,False
"Residencia | the TEMENOS art fellowship 2025-2026 – Brittany, France","Residencia | the TEMENOS art fellowship 2025-2026 – Brittany, France",,https://www.la-source.org/temenos,France,"June 6, 2025",Yes,La Source,,No,"La beca de arte TEMENOS 2025-2026 está dirigida a artistas emergentes o establecidos en cualquier forma de arte contemporáneo. No hay cuotas de programa (solo gastos de alojamiento, comida y una pequeña tarifa administrativa). Está abierta a artistas de cualquier procedencia, incluidos latinoamericanos, para una experiencia intensiva de práctica creativa radical.",,https://www.la-source.org/temenos,Residencia,Visuales,2025-05-24 22:55:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,,,False
Residencia | Wool and textile art and design residency September – December 2025,Residencia | Wool and textile art and design residency September – December 2025,,https://www.detvildespinderi.dk/residency,Dinamarca,"June 10, 2025",Yes,Det Vilde Spinderi,,No,"Dirigido a artistas y creativos con experiencia en técnicas textiles, especialmente en fieltro, tejido y diseño textil. No requiere pago para aplicar. Disciplinas: arte y diseño textil; abierta a artistas internacionales, incluyendo latinoamericanos.",,https://www.detvildespinderi.dk/residency,Residencia,"Diseño, Visuales, Textil",2025-05-24 22:55:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,DKK,,False
Residencia | Semana de Creación Libre. Verano 2025,Residencia | Semana de Creación Libre. Verano 2025,,https://lacasamovil.com,España,"June 30, 2025",Yes,La Casa Móvil,,No,"Dirigida a artistas y colectivos de diversas disciplinas artísticas como artes visuales, performance, cuerpo, naturaleza y cuidados; requiere pago, aunque se otorga una beca que cubre la mitad del costo de la residencia; la convocatoria está abierta a artistas de Latinoamérica.",,https://lacasamovil.com,Residencia,"Visuales, ",2025-05-24 22:57:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,EUR,,False
"Residencia | Summer Residency at Hangar for Writers, Curators and Researchers","Residencia | Summer Residency at Hangar for Writers, Curators and Researchers",,http://residency@hangar.com.pt,Portugal,"June 30, 2025",Yes,Hangar Cowork,,No,"Dirigido a artistas, escritores, curadores e investigadores de cualquier nacionalidad que no residan en Portugal. La participación requiere pago por parte del artista seleccionado. Disciplinas involucradas: artes visuales, performance, fotografía y video. La oportunidad está abierta a artistas de Latinoamérica.",,https://hangar.com.pt/en/open-call-hangar-art-residency/,Residencia,"Visuales, Liteartura, Otras",2025-05-24 22:58:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,EUR,,False
Programa de Apoyo a la Preservación del Patrimonio Audiovisual 2025,Fondos | Programa de Apoyo a la Preservación del Patrimonio Audiovisual 2025,,https://www.fondosdecultura.cl/programa-de-apoyo-a-la-preservacion-del-patrimonio-audiovisual-2025/,Chile,"June 5, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile",,No,"La convocatoria está dirigida a proyectos chilenos que busquen preservar y difundir el patrimonio audiovisual nacional. Ofrece financiamiento parcial para iniciativas de rescate, investigación, catalogación, restauración o implementación de infraestructura para la conservación audiovisual, así como para actividades que promuevan su acceso y valorización pública, como muestras o festivales. Los proyectos deben incluir al menos una actividad presencial gratuita con mediación de públicos, y, en el caso de la línea de difusión, también una instancia online. Se excluyen propuestas centradas únicamente en postproducción o masterización de obras.",,https://www.fondosdecultura.cl/programa-de-apoyo-a-la-preservacion-del-patrimonio-audiovisual-2025/,Fondos,"Cine, Audiovisual, Preservación",2025-05-31 19:03:00,,,No,No,,No,,,No,,,Sin cargo,Música,,CLP,,False
Fondos | Programa de Formación de Públicos para el Audiovisual 2025,Fondos | Programa de Formación de Públicos para el Audiovisual 2025,,https://www.fondosdecultura.cl/programa-de-formacion-de-publicos-para-el-audiovisual-2025/,Chile,"June 5, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile",,No,"Esta convocatoria está dirigida a proyectos chilenos enfocados en la formación de públicos y mediación audiovisual en salas de cine, con énfasis en la apreciación del cine nacional. Financia parcial o totalmente iniciativas presenciales que promuevan experiencias significativas de disfrute y aprendizaje, incluyendo acciones de difusión, actividades con perspectiva de género, enfoque inclusivo para públicos con discapacidad y presencia de al menos un 30% de obras nacionales. Se requiere un equipo con profesionales especializados en mediación y, en el caso de públicos infantiles, en formación del segmento etario correspondiente.",,https://www.fondosdecultura.cl/programa-de-formacion-de-publicos-para-el-audiovisual-2025/,Fondos,"Cine, Otras, Audiovisual, Públicos",2025-05-31 19:03:00,,,No,No,,No,,,No,,,Sin cargo,Música,,CLP,,False
Convocatoria | Iberorquestas Juveniles: Convocatoria extraordinaria 2025 para integrar gira con la Joven Orquesta Nacional de España (JONDE),Convocatoria | Iberorquestas Juveniles: Convocatoria extraordinaria 2025 para integrar gira con la Joven Orquesta Nacional de España (JONDE),,https://www.fondosdecultura.cl/iberorquestas-juveniles-convocatoria-jonde/,Chile,"June 13, 2025",Yes,Consejo de Fomento de la Música Nacional y el Programa de Cooperación Iberoamericana Iberorquestas Juveniles,,No,"La Convocatoria Iberorquestas Juveniles está dirigida a movimientos y sistemas de orquestas juveniles y grupos musicales de niñas, niños, adolescentes y jóvenes. No se menciona un requisito de pago para ser considerado. Se centra en disciplinas musicales como orquestas, coros y bandas, y está abierta para artistas de Iberoamérica.",,https://www.iberorquestasjuveniles.org,Convocatoria,Música,2025-05-31 19:03:00,,,No,No,,No,,,No,,,Sin cargo,Música,,CLP,,False
Fondos | Fondo de financiamiento para la creación y fortalecimiento de redes de gestión en el ecosistema creativo 2025,Fondos | Fondo de financiamiento para la creación y fortalecimiento de redes de gestión en el ecosistema creativo 2025,,https://www.fondosdecultura.cl/creacion-fortalecimiento-redes-gestion-ecosistema-creativo-2025/,Chile,"June 16, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile",,No,"Dirigido a organizaciones y agentes culturales que gestionan redes dentro del ecosistema creativo. Se ofrecen dos modalidades: Creación, enfocada en la gestión organizacional y de alianzas, y Fortalecimiento, orientada a la gestión sustentable y social/territorial. El monto máximo de ayuda por proyecto es de $20.000.000 (veinte millones de pesos). Abierto únicamente a residentes de Chile.",,https://www.fondosdecultura.cl/creacion-fortalecimiento-redes-gestion-ecosistema-creativo-2025/,Fondos,"Otras, Gestión Cultural, Economía creativa",2025-05-31 19:03:00,,,No,No,,No,,,No,,,Sin cargo,Otras,20000000.0,CLP,22000.0,True
"Fondos | Línea de Apoyo a la difusión de obras, autores e industria editorial – 2do. Semestre 2025","Fondos | Línea de Apoyo a la difusión de obras, autores e industria editorial – 2do. Semestre 2025",,https://www.fondosdecultura.cl/linea-de-apoyo-a-la-difusion-de-obras-autores-e-industria-editorial-2do-semestre-2025/,Chile,"June 19, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio Gobierno de Chile",,No,"Otorgar apoyo total o parcial para la difusión, promoción y comercialización de obras de autores nacionales (Chile) en ferias y festivales internacionales del libro en el extranjero por autores, ilustradores, traductores, editores, agentes literarios, libreros, distribuidores, periodistas culturales, bibliotecarios, mediadores de la lectura, entre otros. La convocatoria financiará un máximo de 4 millones de pesos por proyecto para gastos de pasajes terrestres y/o aéreos ida y vuelta desde la ciudad de residencia en Chile o el extranjero; seguros de viaje, alojamiento, alimentación y traslados internos. La oportunidad está abierta para entidades chilenas, personas físicas o juridicas.",,https://www.fondosdecultura.cl/linea-de-apoyo-a-la-difusion-de-obras-autores-e-industria-editorial-2do-semestre-2025/ ,Fondos,"Literatura, Editorial",2025-05-31 19:03:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,4000000.0,CLP,4400.0,True
Fondos | Fortalecimiento de proyectos de serie o miniserie,Fondos | Fortalecimiento de proyectos de serie o miniserie,,https://www.fondosdecultura.cl/fortalecimiento-de-proyectos-de-serie-o-miniserie/,Chile,"June 23, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile",,No,"Dirigida a proyectos de serie o miniserie en etapa de desarrollo de los géneros ficción, documental y animación, que busquen mejorar su posicionamiento en la industria nacional (Chile) y/o internacional a través de la planificación, diseño y creación de insumos estratégicos en términos de proyección y/o circulación del proyecto en cuestión. El monto máximo por proyecto varía según la modalidad: $15.000.000 CLP para ficción y documental, y $20.000.000 CLP para animación. Es exclusivo para Chile.",,https://www.fondosdecultura.cl/fortalecimiento-de-proyectos-de-serie-o-miniserie/,Fondos,Cine,2025-05-31 19:03:00,,,No,No,,No,,,No,,,Sin cargo,Cine,15000000.0,CLP,16500.0,True
Fondos | Fortalecimiento de la empresa audiovisual 2025,Fondos | Fortalecimiento de la empresa audiovisual 2025,,https://www.fondosdecultura.cl/fortalecimiento-de-la-empresa-audiovisual-2025/,Chile,"June 23, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile",,No,Dirigida a empresas del sector audiovisual ubicadas tanto en la Región Metropolitana como en otras regiones de Chile. La disciplina es el desarrollo y sostenibilidad empresarial y el desarrollo de una cartera audiovisual. No está abierta a otros países latinoamericanos. El monto máximo por proyecto es de $25.000.000 CLP. Un requisito central es que los gastos se dividan en al menos un 60% para fortalecer la empresa y hasta un 40% para fortalecer el portafolio audiovisual.,,https://www.fondosdecultura.cl/fortalecimiento-de-la-empresa-audiovisual-2025/,Fondos,"Cine, Empresa Audiovisual, Productoras",2025-05-31 19:04:00,,,No,No,,Yes,,,No,,,Sin cargo,Música,25000000.0,CLP,27500.0,True
Fondos | Fortalecimiento de proyectos de videojuegos,Fondos | Fortalecimiento de proyectos de videojuegos,,https://www.fondosdecultura.cl/fortalecimiento-de-proyectos-de-videojuegos/,Chile,"June 23, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile",,No,"Para proyectos de videojuegos en desarrollo de Chile (o en etapas previas a la finalización), buscando mejorar su posición en la industria. El apoyo cubre actividades clave como el desarrollo de guion, diseño de arte, creación de prototipos, demos, y estrategias de marketing o distribución. No se exige cofinanciamiento, y el monto máximo por proyecto es de $25.000.000. Pueden postular personas jurídicas chilenas de derecho público o privado, con o sin fines de lucro, siempre que sus fines sean pertinentes al proyecto, excluyendo sociedades de hecho y ciertas entidades gubernamentales.",,https://www.fondosdecultura.cl/fortalecimiento-de-proyectos-de-videojuegos/,Fondos,"Otras, Videojuegos",2025-05-31 19:04:00,,,No,No,,No,,,No,,,Sin cargo,Cine,25000000.0,CLP,27500.0,True
Fondos | Fortalecimiento de proyectos de largometraje 2025,Fondos | Fortalecimiento de proyectos de largometraje 2025,,https://www.fondosdecultura.cl/fortalecimiento-de-proyectos-de-largometraje-2025/,Chile,"June 23, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile",,No,"Para proyectos de largometraje en etapa de desarrollo en las disciplinas de ficción, documental y animación, con el fin de mejorar su posicionamiento en la industria nacional e internacional. Se otorga financiamiento total o parcial para actividades estratégicas como asesorías de guion (no escritura inicial), creación de teasers, diseño de presupuestos, planes de marketing, entre otros. El monto máximo por proyecto es de $15.000.000 para ficción y documental, y $20.000.000 para animación, sin exigir cofinanciamiento. Exclusiva para cineastas o películas chilenas.",,https://www.fondosdecultura.cl/fortalecimiento-de-proyectos-de-largometraje-2025/,Fondos,Cine,2025-05-31 19:04:00,,,No,No,,No,,,No,,,Sin cargo,Cine,15000000.0,CLP,16500.0,True
Premio | Concurso de Composición Musical Luis Advis 2025,Premio | Concurso de Composición Musical Luis Advis 2025,,https://www.fondosdecultura.cl/concurso-de-composicion-musical-luis-advis-2025/,Chile,"July 10, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio",,No,"Certamen que reconoce a compositoras y compositores chilenos en tres géneros: Música Popular, que convoca obras de cumbia; Música Docta, con obras para piano y orquesta; y Música de Raíz Folklórica, que recibirá piezas de música andina. Primer Premio: $6.000.000, Segundo Premio: $4.000.000 y Tercer Premio: $3.000.000  de pesos chilenos). Además, $1.000.000 corresponderá a las obras finalistas en los géneros de música de raíz folklórica y música popular, presentadas en la audición pública y que no resulten beneficiadas con ninguno de los tres premios antes señalados. Las obras finalistas en música docta serán interpretadas por el connotado pianista nacional Luis Alberto Latorre. Pueden postular personas naturales de nacionalidad chilena o extranjera residentes en Chile, mayor de 18 años.",,https://www.fondosdecultura.cl/concurso-de-composicion-musical-luis-advis-2025/,Premio,"Música, Composición",2025-05-31 19:04:00,,,No,No,,No,,,No,,,Sin cargo,Música,6000000.0,CLP,6600.0,True
Premio | Concurso Haz tu Tesis en Cultura 2025,Premio | Concurso Haz tu Tesis en Cultura 2025,,https://www.fondosdecultura.cl/concurso-haz-tu-tesis-en-cultura-2025/,Chile,"July 31, 2025",Yes,"Ministerio de las Culturas, las Artes y el Patrimonio de Chile",,No,"Dirigido a personas egresadas de pregrado y posgrado con cédula de identidad chilena. Abarca investigaciones en cultura, artes y patrimonio, otorga $500.000 a tres ganadores de pregrado y $1.000.000 a tres de posgrado, y no está abierto a artistas de Latinoamérica salvo quienes tengan cédula chilena.",,https://www.cultura.gob.cl/haztutesis/,Premio,"Otras, Gestión Cultural, Investigación, Patrimonio",2025-05-31 19:04:00,,,No,No,,No,,,No,,,Sin cargo,Otras,500000.0,CLP,550.0,True
Premio | 14º Concurso de Ensayos sobre Artes Visuales del CEDOC / CNAC,Premio | 14º Concurso de Ensayos sobre Artes Visuales del CEDOC / CNAC,,https://www.fondosdecultura.cl/convocatoria-14-concurso-de-ensayos-sobre-artes-visuales-del-cedoc-cnac/,Chile,"August 14, 2025",Yes,Centro de Documentación de las Artes Visuales (CEDOC),,No,"Dirigido a estudiantes, curadores, historiadores y críticos de arte vinculados a las artes visuales. Este año, el concurso propone retomar la temática del año pasado “Espacios de acción: galerías, colecciones e institucionalidad (1960-2024). Segunda versión”. Se seleccionarán hasta cinco trabajos, los que serán publicados, presentados en un evento público y recibirán un premio en efectivo de $1.000.000. La oportunidad está dirigida a personas en Chile, sin indicación de apertura para artistas de Latinoamérica.",,https://www.fondosdecultura.cl/convocatoria-14-concurso-de-ensayos-sobre-artes-visuales-del-cedoc-cnac/,Premio,"Visuales, Otras, Curaduría, Investigación",2025-05-31 19:04:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,1000000.0,CLP,1100.0,True
Convocatoria | Programa ARTBO Trama 2025,Convocatoria | Programa ARTBO Trama 2025,,https://app.datarte.art/convocatorias/artbo-tutor-2025-artistas-bogota-cundinamarca,Colombia,"June 20, 2025",Yes,Cámara de Comercio de Bogotá,,No,"Dirigida a artesanos (individuales o colectivos) mayores de edad, nacidos o residentes en Bogotá y/o Cundinamarca, que trabajen con diversas técnicas artesanales. El objetivo principal es fortalecer el sector artesanal a través de dos fases: una primera de formación y acompañamiento técnico para unos 50 artesanos, enfocada en potenciar sus capacidades de producción, diseño, mercadeo y comercialización. En una segunda fase, alrededor de 15 proyectos seleccionados de la fase formativa tendrán la oportunidad de participar con un stand en ARTBO | Feria Internacional de Arte de Bogotá, del 25 al 28 de septiembre de 2025. ",,https://forms.gle/KZSCfwL1HREHqCL66,Convocatoria,"Otras, Diseño, Artesanía",2025-05-31 22:20:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,COP,,False
Convocatoria | INTERSECCIÓN – Festival Internacional de Cine de A Coruña,Convocatoria | INTERSECCIÓN – Festival Internacional de Cine de A Coruña,,https://festhome.com/festival/6982,España,"June 30, 2025",Yes,INTERSECCIÓN – Festival Internacional de Cine de A Coruña,,No,"Dirigido a cineastas de todo el mundo a participar en su 8ª edición, que se celebrará del 26 de septiembre al 4 de octubre de 2025 en A Coruña, España. El festival busca obras de ficción, no ficción y animación que exploren nuevos lenguajes cinematográficos y se sitúen entre el cine, el arte contemporáneo, el arte digital, el videojuego o la realidad virtual. Se aceptan largometrajes, mediometrajes y cortometrajes realizados en 2024 o 2025. La inscripción tiene un costo que varía según la categoría y el plazo, siendo gratuita para las secciones Galicia y Escolas. Se otorgan premios en metálico (hasta 2000€), trofeos y diplomas en categorías como Internacional, Galicia, Escolas, Jurado Joven, Público, NUMAX, MAV (para directoras mujeres) y Contemporánea. ",,https://www.interseccion.gal,Convocatoria,"Cine, Audiovisual",2025-05-31 22:25:00,,,No,No,,No,,,No,,,Pago,Música,0.0,EUR,0.0,False
Convocatoria | 3° Festival Internacional de Cine de la UBA FIC.UBA,Convocatoria | 3° Festival Internacional de Cine de la UBA FIC.UBA,Destacar,https://festhome.com/festival/9572,Argentina,"June 30, 2025",Yes,UBA - FADU,,No,"Abierta a películas nacionales e internacionales de largometraje y cortometraje, terminadas con posterioridad a julio de 2024. Pueden ser películas de género ficción, documental, animación. La inscripción es gratuita. Dado su carácter universitario, el Festival otorga prioridad en su selección a las películas en cuyos rubros principales participen estudiantes, graduados, docentes o no docentes de Universidades y Escuelas de medios audiovisuales, nacionales e internacionales. El Festival se llevará a cabo en la Ciudad de Buenos Aires del 1 al 8 de octubre de 2025.",,http://ficuba.com,Convocatoria,"Cine, Largometrajes, Cortometrajes",2025-05-31 22:25:00,,,No,No,,No,,,Yes,,"Oportunidad: Festival Internacional de Cine de la UBA (FIC.UBA) 2025

Tipo: Concurso/Festival con premios económicos y viajes a festivales internacionales

Institución: Universidad de Buenos Aires

Resumen: Premios económicos y viajes internacionales para jóvenes cineastas, especialmente para ganadores/as de la “Competencia Cortos UBA”. Enfoque en formación, intercambio internacional y apoyo a nuevas voces del cine[5].


Objetivo real: FIC.UBA busca visibilizar y potenciar el talento emergente del cine, especialmente de jóvenes vinculados/as a entornos universitarios, promoviendo la internacionalización, el intercambio profesional y la innovación narrativa.
- Criterios no declarados:
- Alto valor a la originalidad, al riesgo estético y conceptual.
- Proyectos con potencial de circulación global y diálogo intercultural.
- Trayectorias personales/colectivas que muestren compromiso con el cine y la formación continua.
- Proyectos que aprovechen la diversidad de voces y miradas (género, estilos, regiones).


Competitividad: Muy alta. El atractivo de los premios (especialmente los viajes a festivales internacionales) atrae postulantes ambiciosos y con experiencia, tanto de circuitos estudiantiles como de jóvenes profesionales. El jurado no busca “proyectos escolares”, sino propuestas que ya muestren madurez y proyección internacional.
- Perfil de candidato/a ideal: Cineasta joven (18-30), de perfil inquieto, que demuestra:
- Proactividad (ya ha realizado cortos/participado en festivales).
- Una voz original y un planteo narrativo/conceptual diferenciado.
- Interés genuino en relacionarse con sectores internacionales.

---

## Tu Estrategia de Aplicación

1. Investiga al festival y sus ganadores/as previos: Analizá qué tipos de cortos ganaron ediciones anteriores y los temas/complejidades que premiaron.
2. Identifica tu diferencial: ¿Qué hace que tu proyecto sea único en mensaje, forma, estética o producción? Destacá ese diferencial sin miedo, con seguridad.
3. No postules “por probar suerte”: Aquí el jurado busca convicción, no experimentación amateur. Si tu corto está aún “verde”, mejor apuntá a otras oportunidades y volvé cuando esté listo.
4. Construí una narrativa profesional: La presentación del proyecto debe transmitir potencial de circulación internacional, madurez conceptual y visión a futuro.

---

## Puntos de Apalancamiento

- Narrativa del Proyecto: Debe ser rotunda, clara y con una voz propia. El jurado premia relatos que desafíen lo convencional, propongan diálogo y dejen huella. Aportá contexto: ¿por qué este corto es relevante hoy, para quién y desde dónde?[5]
- Trayectoria y Motivación: No alcanza con una idea. Mostrá tu recorrido, aunque sea breve: menciona talleres, otros festivales, colaboraciones, y explícito por qué la experiencia internacional sería bisagra en tu carrera (no lo des por hecho, argumentalo).
- Proyección Internacional: Demostrá que tu proyecto puede dialogar más allá del ámbito local. ¿La narrativa toca temas globales? ¿Tenés subtitulado listo? ¿Puede tu corto participar en otros circuitos?[5]

---

## Errores a Evitar

- Subestimar el nivel técnico/artístico: Un corto a medio terminar o con falencias técnicas quedará rápidamente fuera.
- No contextualizar tu obra: Evitá la auto-referencialidad vacía; mostrá cómo tu obra se inscribe en una conversación social, estética o política más amplia.
- Omitir el perfil internacional: Si tu postulación se percibe “localista” sin ambición de diálogo global, perderás puntos.

---

## Enmarcando la Competitividad: ¿Este es tu lugar?

Preguntate:
- ¿Mi proyecto tiene identidad y calidad técnica narrativa comparable a cortometrajes de festivales internacionales?
- ¿Puedo demostrar una mínima trayectoria y compromiso con la carrera audiovisual?
- ¿Estoy dispuesto/a a aprovechar la experiencia internacional (viajes, vínculos, formación)?

Si la respuesta es “sí” a todas, sos un/a candidato/a fuerte. Si dudás, quizás es mejor afilar el proyecto antes de postularte.

---

## Oportunidades Similares Recomendadas

- Ayudas REGA para Residencias artísticas del Gaiás 2025: Si tu perfil es creativo y abierto a la experimentación interdisciplinar, esta residencia ofrece recursos y vinculación con el ámbito ibérico y europeo[7].
- Programa Reactiva Cultura (2da edición) – Becas e incentivos: Ideal si buscás formación y herramientas para la gestión cultural y desarrollo de proyectos que aporten a la participación ciudadana y el intercambio internacional[6].
- Beca de los Premios Kyoto 2025: En caso de estar en el rango estudiantil, es otra oportunidad de apoyo a futuros/as profesionales creativos/as, con foco en excelencia y proyección académica[1].

---

Sentite acompañado, no intimidado. Aplicá sólo cuando sientas que la oportunidad potencia tu propio desarrollo profesional y artístico. ¡El mundo del cine busca nuevas voces preparadas para conversar con el mundo!",Sin cargo,Cine,,ARS,,False
Convocatoria | Sitges FanPitch,Convocatoria | Sitges FanPitch,,https://festhome.com/festival/7361,España,"June 30, 2025",Yes,Sitges,,No,"Dirigido a guionistas y productores con proyectos de largometraje o serie de género fantástico en desarrollo; requiere pago de inscripción. Se seleccionarán hasta cinco series y siete largometrajes de todo el mundo, cuyos creadores podrán presentar sus propuestas a productoras. Los premios para largometrajes incluyen becas de viaje a mercados y residencias internacionales, y la serie ganadora recibirá 2.500 euros. El evento será en formato híbrido el 12 y 13 de octubre de 2025 en el Festival de Cine de Sitges, e incluirá mentorías en el Showrunners LAB para las series seleccionadas.",,https://sitgesfilmfestival.com/en/sitges-industry/2025/fanlab/fanpitch,Convocatoria,"Cine, Series, Largometraje",2025-05-31 22:26:00,,,No,No,,No,,,No,,,Pago,Cine,2500.0,EUR,2700.0,True
Convocatoria | Bergamasca Archivo Hamaca,Convocatoria | Bergamasca Archivo Hamaca,,https://hipermedula.org/2025/05/convocatoria-bergamasca/,España,"June 12, 2025",Yes,HAMACA - La Madraza Centro de Cultura Contemporánea de la Universidad de Granada,,No,"Destinada a artistas que quieran formar parte del archivo Hamaca, para la recepción de vídeos que reflexionen en torno a experiencias de lenguaje, memoria histórica y culturas menores/populares, al hilo de los mundos perdidos e imaginados de José Bergamín. Las piezas seleccionadas serán catalogadas, difundidas y distribuidas a nivel estatal e internacional por Hamaca de manera no exclusiva, pudiendo formar parte de los programas Hamaca Proyecta y Hamaca Aprende de investigación o formación. Está dirigida a artistas que trabajen con videoarte, quienes deben enviar de 1 a 3 videos mediante formulario online; no requiere pago para participar y está abierta a artistas de cualquier país, incluyendo Latinoamérica.",,https://hamacaonline.net/blog/convocatoria-bergamasca/,Convocatoria,"Visuales, Cine, Videoarte",2025-05-31 22:27:00,,,No,No,,No,,,No,,,Sin cargo,Cine,,EUR,,False
Premio | Premio Fundación Santander a las Artes Visuales 2025,Premio | Premio Fundación Santander a las Artes Visuales 2025,,https://www.recursosculturales.com/premio-fundacion-santander-artes-visuales/,Argentina,"July 27, 2025",Yes,Fundación Santander,,No,Dirigido a curadores y artistas individuales y/o colectivos mayores de edad que residan en Argentina. La disciplina artística involucrada es artes visuales para desarrollar un proyecto expositivo. El proyecto que resulte ganador será galardonado con un premio del monto equivalente en pesos argentinos a USD 50.000 para desarrollar su propuesta y exhibirla durante el año 2026 en la sala de exposiciones de Fundación Santander Argentina. Está abierto a personas de cualquier nacionalidad siempre que residan en Argentina y cuenten con la documentación correspondiente.,,http://app.santanderopenacademy.com/program/premio-fsav,Premio,Visuales,2025-05-31 22:27:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,50000.0,ARS,55.0,False
Convocatoria | Festival Audiovisual de Bariloche FAB 2025,Convocatoria | Festival Audiovisual de Bariloche FAB 2025,Destacar,https://www.recursosculturales.com/fab-festival-audiovisual-de-bariloche/,Argentina,"July 1, 2025",Yes,Secretaria de Cultura de Río Negro,,No,"Dirigido a toda la comunidad del quehacer audiovisual argentino y latinoamericano a participar de este encuentro que tendrá lugar en la ciudad de San Carlos de Bariloche del 29 de septiembre al 5 de octubre de 2025. Podrán participar del Festival todas aquellas obras realizadas a partir del 1 de enero de 2023 inclusive, que no hayan participado de las ediciones anteriores del FAB, a excepción de aquellos proyectos que habiéndose presentado en la sección Proyecto en Construcción, ahora lo realicen en otra sección. El Festival incluirá secciones competitivas y no competitivas. La inscripción en todas las categorías es gratuita.",,https://festivalfab.com.ar,Convocatoria,"Cine, Largometrajes, Cortometrajes, Videoclips, Videodanza",2025-05-31 22:27:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,,ARS,,False
